Date,Open,Low,High,Close,Change,ChangePercent
1400/12/19,122110000,122110000,122110000,122110000,,
1400/12/20,122020000,121980000,123920000,123360000,1250000.0,1.02
1400/12/21,123060000,123030000,125620000,125020000,1660000.0,1.35
1400/12/22,124890000,124180000,125320000,124920000,100000.0,0.08
1400/12/23,125160000,123480000,125720000,124480000,440000.0,0.35
1400/12/24,124520000,123780000,124520000,123780000,700000.0,0.57
1400/12/25,123220000,123180000,124120000,124080000,300000.0,0.24
1400/12/26,124080000,124080000,124080000,124080000,,
1401/01/05,123760000,123730000,123770000,123740000,340000.0,0.27
1401/01/06,123770000,123230000,124020000,123980000,240000.0,0.19
1401/01/07,124520000,124480000,124720000,124690000,710000.0,0.57
1401/01/08,124510000,123980000,124520000,123990000,700000.0,0.56
1401/01/09,124510000,124480000,124820000,124480000,490000.0,0.4
1401/01/10,125010000,124780000,125220000,125190000,710000.0,0.57
1401/01/11,125190000,125190000,125190000,125190000,,
1401/01/13,125020000,123930000,125020000,123940000,1250000.0,1.01
1401/01/14,124240000,124180000,125220000,125190000,1250000.0,1.01
1401/01/15,125590000,125580000,127020000,126970000,1780000.0,1.42
1401/01/16,126130000,126080000,128380000,128060000,1090000.0,0.86
1401/01/17,127990000,127590000,138970000,128160000,100000.0,0.08
1401/01/18,128160000,128160000,128160000,128160000,,
1401/01/19,128020000,127990000,129180000,129080000,920000.0,0.72
1401/01/20,128780000,128700000,131680000,131520000,2440000.0,1.89
1401/01/21,131270000,131270000,132810000,131670000,150000.0,0.11
1401/01/22,133660000,131470000,134080000,131860000,190000.0,0.14
1401/01/23,131390000,130650000,131680000,131580000,280000.0,0.21
1401/01/24,131410000,130500000,131780000,130920000,660000.0,0.5
1401/01/25,130920000,130920000,130920000,130920000,,
1401/01/26,130440000,130350000,133230000,133080000,2160000.0,1.65
1401/01/27,134070000,133150000,134180000,133730000,650000.0,0.49
1401/01/28,134910000,131600000,135270000,131940000,1790000.0,1.36
1401/01/29,131930000,130400000,132130000,130400000,1540000.0,1.18
1401/01/30,130130000,129900000,131430000,131100000,700000.0,0.54
1401/01/31,131150000,131100000,132130000,131690000,590000.0,0.45
1401/02/01,131690000,131690000,131690000,131690000,,
1401/02/03,130790000,130400000,131530000,130850000,840000.0,0.64
1401/02/04,130630000,129200000,130630000,129450000,1400000.0,1.08
1401/02/05,129990000,129900000,131730000,131110000,1660000.0,1.28
1401/02/06,130910000,130620000,131630000,130960000,150000.0,0.11
1401/02/07,130630000,130420000,131630000,131490000,530000.0,0.4
1401/02/08,131490000,131490000,131490000,131490000,,
1401/02/09,131290000,130620000,131520000,130630000,860000.0,0.66
1401/02/10,130640000,130620000,131630000,131240000,610000.0,0.47
1401/02/11,130920000,130920000,131630000,131050000,190000.0,0.14
1401/02/12,131050000,131050000,131050000,131050000,,
1401/02/14,131610000,131420000,132230000,131940000,890000.0,0.68
1401/02/15,131940000,131940000,131940000,131940000,,
1401/02/16,132430000,132420000,134330000,133610000,1670000.0,1.27
1401/02/17,133530000,132920000,133930000,133290000,320000.0,0.24
1401/02/18,133610000,132920000,133730000,133360000,70000.0,0.05
1401/02/19,133130000,133130000,135820000,135290000,1930000.0,1.45
1401/02/21,134090000,134020000,148130000,147950000,8400000.0,6.02
1401/02/22,147950000,147950000,147950000,147950000,,
1401/02/23,143950000,140920000,144630000,141530000,6420000.0,4.54
1401/02/24,140930000,140920000,145130000,144790000,3260000.0,2.3
1401/02/25,145110000,141920000,145130000,143480000,1310000.0,0.91
1401/02/26,142630000,141620000,143130000,142130000,1350000.0,0.95
1401/02/27,141920000,141300000,142130000,141300000,830000.0,0.59
1401/02/28,141060000,140410000,141120000,140920000,380000.0,0.27
1401/02/29,140920000,140710000,140920000,140920000,,
1401/02/30,142105000,140920000,143290000,140920000,,
1401/02/31,144490000,143710000,145620000,144280000,3360000.0,2.38
1401/03/01,143620000,143410000,145320000,144560000,280000.0,0.19
1401/03/02,145050000,142420000,145120000,143010000,1550000.0,1.08
1401/03/03,144020000,142750000,145050000,145040000,2030000.0,1.42
1401/03/04,144530000,144450000,145850000,145310000,270000.0,0.19
1401/03/06,146960000,146430000,147350000,147010000,1700000.0,1.17
1401/03/07,146430000,146430000,148820000,148530000,1520000.0,1.03
1401/03/08,148740000,148730000,152530000,151410000,2880000.0,1.94
1401/03/09,150930000,149900000,152250000,151400000,10000.0,0.01
1401/03/10,149900000,149900000,154750000,154600000,3200000.0,2.11
1401/03/11,154630000,152600000,155550000,153020000,1580000.0,1.03
1401/03/12,153020000,153020000,153020000,153020000,,
1401/03/15,150990000,149400000,151550000,150040000,2980000.0,1.99
1401/03/16,149450000,148120000,151750000,149800000,240000.0,0.16
1401/03/17,149510000,149150000,149530000,149260000,540000.0,0.36
1401/03/18,155730000,154730000,155730000,154730000,5470000.0,3.66
1401/03/19,149450000,149450000,149450000,149450000,5280000.0,3.53
1401/03/20,155260000,155150000,157700000,155560000,6110000.0,4.09
1401/03/21,163270000,163250000,164014000,164003500,8443500.0,5.43
1401/03/22,160860000,158720000,162100000,160170000,3833500.0,2.39
1401/03/23,159940000,155460000,161140000,155560100,4609900.0,2.96
1401/03/24,154990000,150350000,155500000,150930000,4630100.0,3.07
1401/03/25,151020000,150850000,151400000,151380000,450000.0,0.3
1401/03/26,151380000,151380000,151380000,151380000,,
1401/03/27,152510000,152400000,156050000,156200000,4820000.0,3.18
1401/03/28,155960000,153900000,156540000,153960000,2240000.0,1.45
1401/03/29,154000000,153970000,154970000,153980000,20000.0,0.01
1401/03/30,154080000,153970000,155370000,154970000,990000.0,0.64
1401/03/31,155150000,154970000,156170000,155870000,900000.0,0.58
1401/04/01,155520000,155470000,155670000,155590000,280000.0,0.18
1401/04/02,155590000,155590000,155590000,155590000,,
1401/04/03,155030000,152470000,156170000,152490000,3100000.0,2.03
1401/04/04,150880000,146970000,151070000,147470000,5020000.0,3.4
1401/04/05,146980000,142220000,147630000,144420000,3050000.0,2.11
1401/04/06,144440000,143420000,144620000,143940000,480000.0,0.33
1401/04/07,144100000,143670000,146470000,146100000,2160000.0,1.5
1401/04/08,145950000,145950000,156650000,156320000,10220000.0,7.0
1401/04/09,156020000,156020000,156020000,156020000,300000.0,0.19
1401/04/10,155850000,155450000,157220000,156750000,730000.0,0.47
1401/04/11,156550000,153350000,156750000,153410000,3340000.0,2.18
1401/04/12,152970000,148500000,153100000,152410000,1000000.0,0.66
1401/04/13,152420000,149950000,152590000,149990000,2420000.0,1.61
1401/04/14,150040000,148300000,151590000,150700000,710000.0,0.47
1401/04/15,148250000,148250000,150600000,149980000,720000.0,0.48
1401/04/16,150040000,149980000,150100000,149980000,,
1401/04/17,150100000,149450000,151600000,150210000,230000.0,0.15
1401/04/18,150280000,150200000,150350000,150210000,,
1401/04/19,150300000,150200000,152900000,151550000,1340000.0,0.89
1401/04/20,150070000,149950000,150240000,150240000,1310000.0,0.87
1401/04/21,149540000,149450000,150600000,150050000,190000.0,0.13
1401/04/22,150980000,150650000,151300000,150770000,720000.0,0.48
1401/04/23,150770000,150770000,150770000,150770000,,
1401/04/24,150170000,149400000,152250000,150170000,600000.0,0.4
1401/04/25,149150000,148750000,151000000,150610000,440000.0,0.29
1401/04/26,150610000,150610000,150610000,150610000,,
1401/04/27,150530000,148700000,150640000,149310000,1300000.0,0.87
1401/04/28,149360000,147950000,149400000,148350000,960000.0,0.65
1401/04/29,148030000,147100000,148850000,148100000,250000.0,0.17
1401/04/30,148100000,148100000,148100000,148100000,,
1401/04/31,149790000,149300000,150140000,149840000,1740000.0,1.17
1401/05/01,149520000,148760000,149850000,148940000,900000.0,0.6
1401/05/02,148710000,147350000,148850000,147850000,1090000.0,0.74
1401/05/03,147840000,147800000,149000000,148220000,370000.0,0.25
1401/05/04,148310000,148110000,149300000,148730000,510000.0,0.34
1401/05/05,148830000,148420000,150150000,148580000,150000.0,0.1
1401/05/06,148580000,148580000,148580000,148580000,,
1401/05/07,150220000,149810000,150490000,149900000,1320000.0,0.89
1401/05/08,149790000,148250000,150300000,148760000,1140000.0,0.77
1401/05/09,148690000,147650000,148870000,148000000,760000.0,0.51
1401/05/10,148610000,148000000,149350000,148330000,330000.0,0.22
1401/05/11,148140000,146860000,148400000,147460000,870000.0,0.59
1401/05/12,147690000,147500000,148950000,148620000,1160000.0,0.79
1401/05/13,148620000,148620000,148620000,148620000,,
1401/05/14,147960000,147850000,149100000,148060000,560000.0,0.38
1401/05/15,148060000,148060000,148060000,148060000,,
1401/05/17,149370000,147860000,149700000,148200000,140000.0,0.09
1401/05/18,148440000,146650000,148590000,147980000,220000.0,0.15
1401/05/19,147710000,147150000,149140000,148900000,920000.0,0.62
1401/05/20,148900000,148900000,148900000,148900000,,
1401/05/21,147580000,143810000,148650000,143810000,5090000.0,3.54
1401/05/22,143770000,140350000,143900000,142300000,1510000.0,1.06
1401/05/23,142870000,139500000,142900000,140200000,2100000.0,1.5
1401/05/24,140470000,140000000,142050000,140800000,600000.0,0.43
1401/05/25,140260000,136250000,140400000,136480000,4320000.0,3.17
1401/05/26,136510000,136400000,137340000,137130000,650000.0,0.48
1401/05/27,137130000,137130000,137130000,137130000,,
1401/05/28,135820000,127300000,135950000,127560000,9570000.0,7.5
1401/05/29,126910000,124710000,133680000,133450000,5890000.0,4.62
1401/05/30,133460000,133450000,140430000,135620000,2170000.0,1.63
1401/05/31,135480000,135450000,138050000,137360000,1740000.0,1.28
1401/06/01,136730000,134570000,137390000,137220000,140000.0,0.1
1401/06/02,137590000,137200000,140050000,139310000,2090000.0,1.52
1401/06/03,139310000,139310000,139310000,139310000,,
1401/06/04,138890000,138750000,142050000,140120000,810000.0,0.58
1401/06/05,139750000,137550000,140450000,137690000,2430000.0,1.76
1401/06/06,138130000,136210000,138850000,136710000,980000.0,0.72
1401/06/07,136970000,135350000,137600000,135910000,800000.0,0.59
1401/06/08,136490000,136450000,137950000,137400000,1490000.0,1.1
1401/06/09,137200000,135850000,137350000,136540000,860000.0,0.63
1401/06/10,136540000,136540000,136540000,136540000,,
1401/06/11,139150000,138300000,139550000,139000000,2460000.0,1.8
1401/06/12,139440000,139100000,140250000,139860000,860000.0,0.62
1401/06/13,139610000,138470000,139800000,139630000,230000.0,0.16
1401/06/14,139750000,138870000,140420000,139260000,370000.0,0.27
1401/06/15,138630000,138050000,139550000,139090000,170000.0,0.12
1401/06/16,139210000,138900000,140300000,139600000,510000.0,0.37
1401/06/17,139600000,139600000,139600000,139600000,,
1401/06/18,140700000,138600000,141300000,138780000,820000.0,0.59
1401/06/19,138820000,138800000,141840000,141570000,2790000.0,2.01
1401/06/20,141540000,141200000,144800000,144480000,2910000.0,2.06
1401/06/21,144430000,144400000,148880000,148680000,4200000.0,2.91
1401/06/22,147970000,143260000,148100000,143820000,4860000.0,3.38
1401/06/23,144150000,143860000,145350000,144900000,1080000.0,0.75
1401/06/24,144900000,144900000,144900000,144900000,,
1401/06/26,144740000,143100000,145450000,144580000,320000.0,0.22
1401/06/27,143430000,142300000,144550000,143350000,1230000.0,0.86
1401/06/28,143360000,142200000,143750000,142950000,400000.0,0.28
1401/06/29,142790000,141350000,143350000,142340000,610000.0,0.43
1401/06/30,142170000,142160000,144540000,143400000,1060000.0,0.74
1401/06/31,143400000,143400000,143400000,143400000,,
1401/07/01,143590000,143120000,143820000,143230000,170000.0,0.12
1401/07/02,143230000,143230000,143230000,143230000,,
1401/07/03,142800000,142050000,143840000,142130000,1100000.0,0.77
1401/07/04,142130000,142130000,142130000,142130000,,
1401/07/05,142520000,142360000,147150000,146460000,4330000.0,3.05
1401/07/06,146830000,145200000,147300000,146050000,410000.0,0.28
1401/07/07,146050000,146050000,146050000,146050000,,
1401/07/08,147110000,147100000,153250000,152950000,6900000.0,4.72
1401/07/09,149650000,149650000,154800000,153290000,340000.0,0.22
1401/07/10,153190000,152610000,154500000,152940000,350000.0,0.23
1401/07/11,152870000,151550000,153430000,153160000,220000.0,0.14
1401/07/12,153160000,153160000,153160000,153160000,,
1401/07/13,151190000,149950000,151550000,150790000,2370000.0,1.57
1401/07/15,151420000,148950000,151490000,149850000,940000.0,0.63
1401/07/16,149530000,147180000,149560000,148060000,1790000.0,1.21
1401/07/17,147510000,147330000,149470000,149430000,1370000.0,0.93
1401/07/18,149470000,148730000,149870000,149050000,380000.0,0.25
1401/07/19,149570000,149130000,149570000,149490000,440000.0,0.3
1401/07/20,149560000,149430000,150470000,150420000,930000.0,0.62
1401/07/21,150420000,150420000,150420000,150420000,,
1401/07/22,149620000,149430000,149870000,149850000,570000.0,0.38
1401/07/23,149770000,149730000,151320000,150450000,600000.0,0.4
1401/07/24,150590000,150230000,150670000,150360000,90000.0,0.06
1401/07/25,150280000,149430000,150370000,149530000,830000.0,0.56
1401/07/26,149910000,148730000,149970000,148990000,540000.0,0.36
1401/07/27,149230000,147430000,149570000,148940000,50000.0,0.03
1401/07/28,148940000,148940000,148940000,148940000,,
1401/07/29,149490000,149430000,150370000,149720000,780000.0,0.52
1401/07/30,149740000,148930000,149860000,149430000,290000.0,0.19
1401/08/01,149020000,148430000,149070000,148930000,500000.0,0.34
1401/08/02,149190000,148930000,149370000,149240000,310000.0,0.21
1401/08/03,149480000,148930000,150070000,149250000,10000.0,0.01
1401/08/04,149770000,149730000,151070000,150180000,930000.0,0.62
1401/08/05,150180000,150180000,150180000,150180000,,
1401/08/06,150130000,149630000,150270000,149750000,430000.0,0.29
1401/08/07,149730000,149630000,150270000,150240000,490000.0,0.33
1401/08/08,150450000,150430000,152770000,152630000,2390000.0,1.59
1401/08/09,153560000,153430000,156570000,156530000,3900000.0,2.56
1401/08/10,156430000,156430000,161070000,159490000,2960000.0,1.89
1401/08/11,159520000,159450000,160050000,160050000,560000.0,0.35
1401/08/12,160050000,160050000,160050000,160050000,,
1401/08/13,159950000,159950000,166850000,163540000,3490000.0,2.18
1401/08/14,162960000,161450000,164050000,163970000,430000.0,0.26
1401/08/15,164320000,163650000,165250000,164490000,520000.0,0.32
1401/08/16,165050000,159650000,165050000,159710000,4780000.0,2.99
1401/08/17,161490000,159950000,162550000,159950000,240000.0,0.15
1401/08/18,159510000,158450000,159550000,159020000,930000.0,0.58
1401/08/19,159020000,159020000,159020000,159020000,,
1401/08/20,161030000,159450000,161030000,159520000,500000.0,0.31
1401/08/21,159830000,158950000,160550000,160350000,830000.0,0.52
1401/08/22,160960000,160950000,162050000,161980000,1630000.0,1.02
1401/08/23,164480000,163250000,164850000,163320000,1340000.0,0.83
1401/08/24,163330000,163250000,164050000,163540000,220000.0,0.13
1401/08/25,163470000,162750000,163850000,162750000,790000.0,0.49
1401/08/26,162750000,162750000,162750000,162750000,,
1401/08/27,162540000,162150000,163550000,163530000,780000.0,0.48
1401/08/28,163470000,162550000,164050000,162610000,680000.0,0.42
1401/08/29,162530000,162450000,163050000,163020000,410000.0,0.25
1401/08/30,163520000,163450000,164850000,164020000,1000000.0,0.61
1401/09/01,164030000,163950000,164250000,164160000,140000.0,0.09
1401/09/02,164450000,164450000,166050000,165950000,1790000.0,1.09
1401/09/03,165950000,165950000,165950000,165950000,,
1401/09/05,168490000,168450000,170550000,170280000,2420000.0,1.44
1401/09/06,170460000,169750000,173050000,169850000,430000.0,0.25
1401/09/07,169750000,169450000,170550000,169600000,250000.0,0.15
1401/09/08,170490000,168470000,174000000,174000000,4400000.0,2.59
1401/09/09,171220000,171150000,172500000,172500000,1500000.0,0.87
1401/09/10,173420000,173420000,173420000,173420000,920000.0,0.53
1401/09/11,173440000,173350000,173800000,173800000,380000.0,0.22
1401/09/12,173970000,173950000,175860000,175860000,2060000.0,1.19
1401/09/13,177040000,176950000,177040000,177000000,1140000.0,0.65
1401/09/14,176030000,174500000,177050000,174500000,2500000.0,1.43
1401/09/15,174030000,171950000,175250000,173900000,600000.0,0.35
1401/09/16,176230000,170850000,176250000,174040000,140000.0,0.08
1401/09/18,174450000,174450000,181050000,177880000,3840000.0,2.21
1401/09/19,177860000,177250000,180950000,177820000,60000.0,0.03
1401/09/20,177850000,177750000,186050000,186050000,8230000.0,4.63
1401/09/21,182960000,181950000,191830000,186480000,430000.0,0.23
1401/09/22,186450000,176450000,190050000,184020000,560000.0,0.31
1401/09/23,185785000,183450000,187550000,184020000,,
1401/09/24,184020000,184020000,184020000,184020000,,
1401/09/25,184960000,184950000,189050000,188980000,4960000.0,2.7
1401/09/26,189010000,183850000,189550000,187060000,1920000.0,1.03
1401/09/27,184990000,182450000,189550000,189450000,2390000.0,1.28
1401/09/28,186480000,184950000,188050000,186960000,2490000.0,1.33
1401/09/29,185030000,184450000,188050000,187010000,50000.0,0.03
1401/09/30,186970000,186950000,190050000,189970000,2960000.0,1.58
1401/10/01,189970000,189970000,189970000,189970000,,
1401/10/02,189980000,189950000,200850000,198970000,9000000.0,4.74
1401/10/03,200040000,199950000,205050000,202480000,3510000.0,1.76
1401/10/04,201980000,201950000,206550000,206510000,4030000.0,1.99
1401/10/05,206510000,206510000,206510000,206510000,,
1401/10/06,211980000,211950000,226500000,226500000,19990000.0,9.68
1401/10/07,227010000,226950000,228050000,226950000,10000.0,
1401/10/08,226950000,226950000,226950000,226950000,,
1401/10/09,216990000,194950000,220050000,197960000,28990000.0,14.64
1401/10/10,194980000,189950000,200050000,199970000,2010000.0,1.02
1401/10/11,202040000,198950000,204050000,199030000,940000.0,0.47
1401/10/12,199010000,193450000,202050000,203540000,4510000.0,2.27
1401/10/13,192010000,191950000,204250000,198700000,4840000.0,2.44
1401/10/14,203240000,203150000,204250000,203180000,4480000.0,2.25
1401/10/15,203180000,203180000,203180000,203180000,,
1401/10/16,203240000,203150000,209050000,208950000,5770000.0,2.84
1401/10/17,214550000,211950000,218550000,211990000,3040000.0,1.45
1401/10/18,212510000,208450000,214550000,208990000,3000000.0,1.44
1401/10/20,209950000,209950000,212050000,210980000,1450000.0,0.69
1401/10/21,210970000,210950000,212550000,212540000,1560000.0,0.74
1401/10/23,215030000,211450000,215050000,212450000,90000.0,0.04
1401/10/24,212490000,211450000,212550000,212020000,430000.0,0.2
1401/10/25,211950000,211950000,213550000,212980000,960000.0,0.45
1401/10/26,216460000,216450000,223550000,223530000,10550000.0,4.95
1401/10/27,225020000,224950000,227850000,227760000,4230000.0,1.89
1401/10/28,227880000,227850000,237350000,236490000,8730000.0,3.83
1401/10/30,236520000,236450000,245550000,245460000,8970000.0,3.79
1401/11/01,248050000,247450000,253550000,252460000,7000000.0,2.85
1401/11/02,250550000,242950000,250550000,243010000,9450000.0,3.89
1401/11/03,242990000,233450000,243050000,234500000,8510000.0,3.63
1401/11/04,233980000,222950000,234050000,234040000,460000.0,0.2
1401/11/05,235010000,234950000,248550000,237800000,3760000.0,1.61
1401/11/07,244380000,237930000,248050000,238960000,1160000.0,0.49
1401/11/08,237930000,237930000,243010000,239940000,980000.0,0.41
1401/11/09,242010000,240430000,245010000,240930000,990000.0,0.41
1401/11/10,240510000,239430000,242510000,242510000,1580000.0,0.66
1401/11/11,242940000,240930000,244010000,243930000,1420000.0,0.59
1401/11/12,244930000,244930000,248510000,248490000,4560000.0,1.87
1401/11/15,241510000,237930000,241510000,240930000,7560000.0,3.14
1401/11/16,240970000,240930000,243510000,241010000,80000.0,0.03
1401/11/17,240960000,240930000,242970000,241480000,470000.0,0.2
1401/11/18,240510000,240430000,243510000,242930000,1450000.0,0.6
1401/11/19,243480000,243430000,246510000,246440000,3510000.0,1.44
1401/11/22,246940000,246930000,251510000,250510000,4070000.0,1.65
1401/11/23,250960000,250430000,251510000,251010000,500000.0,0.2
1401/11/24,251510000,250930000,255010000,255010000,4000000.0,1.59
1401/11/25,257010000,256930000,265010000,264010000,9000000.0,3.53
1401/11/27,263980000,263930000,276070000,275960000,11950000.0,4.53
1401/11/28,276015000,208450000,276070000,275960000,,
1401/11/29,278000000,277930000,289570000,289010000,13050000.0,4.73
1401/11/30,293030000,292930000,299570000,297940000,8930000.0,3.09
1401/12/01,296070000,287930000,296070000,293050000,4890000.0,1.67
1401/12/02,284050000,283950000,299070000,299030000,5980000.0,2.04
1401/12/03,328000000,316000000,330000000,316000000,16970000.0,5.68
1401/12/06,309440000,208450000,309440000,309440000,6560000.0,2.12
1401/12/07,327060000,208450000,329070000,325050000,15610000.0,5.04
1401/12/08,319500000,208450000,330000000,309000000,16050000.0,5.19
1401/12/09,310010000,284700000,310070000,298300000,10700000.0,3.59
1401/12/10,289300000,284200000,293950000,293900000,4400000.0,1.5
1401/12/12,301950000,287700000,308950000,302800000,8900000.0,3.03
1401/12/13,299850000,284800000,300010000,285010000,17790000.0,6.24
1401/12/14,281880000,277800000,286010000,278010000,7000000.0,2.52
1401/12/15,275010000,268800000,276010000,274910000,3100000.0,1.13
1401/12/16,302455000,208450000,330000000,274910000,,
1401/12/17,277010000,271800000,277010000,276860000,1950000.0,0.71
1401/12/19,259800000,244800000,260010000,244980000,31880000.0,13.01
1401/12/20,237920000,237800000,260010000,247970000,2990000.0,1.22
1401/12/21,252010000,252010000,276010000,276010000,28040000.0,11.31
1401/12/22,281010000,271800000,298010000,298010000,22000000.0,7.97
1401/12/23,279010000,279010000,296010000,288010000,10000000.0,3.47
1401/12/24,287940000,287800000,288010000,287870000,140000.0,0.05
1401/12/26,300010000,285600000,303010000,285810000,2060000.0,0.72
1401/12/27,337000000,337000000,337000000,337000000,51190000.0,17.91
1402/01/13,329000000,289800000,331000000,317010000,19990000.0,6.31
1402/01/14,309890000,307800000,310010000,309850000,7160000.0,2.31
1402/01/15,313930000,311800000,322010000,321960000,12110000.0,3.91
1402/01/16,316970000,316800000,318010000,317880000,4080000.0,1.28
1402/01/17,327440000,317800000,337000000,317880000,,
1402/01/18,317980000,315800000,318010000,318010000,130000.0,0.04
1402/01/19,317010000,310300000,317010000,310460000,7550000.0,2.43
1402/01/20,309980000,307800000,310010000,309010000,1450000.0,0.47
1402/01/21,308870000,308800000,317010000,315010000,6000000.0,1.94
1402/01/23,316010000,314800000,316010000,316010000,1000000.0,0.32
1402/01/25,315010000,310800000,315010000,310910000,5100000.0,1.64
1402/01/26,311010000,308820000,313010000,313010000,2100000.0,0.68
1402/01/27,312810000,312810000,317010000,314950000,1940000.0,0.62
1402/01/28,314860000,312300000,315010000,313900000,1050000.0,0.33
1402/01/29,315010000,313800000,315010000,314990000,1090000.0,0.35
1402/01/30,316010000,315800000,317010000,315860000,870000.0,0.28
1402/02/03,314800000,312800000,316010000,313870000,1990000.0,0.63
1402/02/05,314850000,313800000,319510000,319510000,4500000.0,1.43
1402/02/06,318510000,318320000,326010000,325810000,6300000.0,1.97
1402/02/07,325810000,325810000,325810000,325810000,,
1402/02/08,326910000,326800000,339510000,339410000,13600000.0,4.17
1402/02/09,339510000,337810000,342010000,339990000,580000.0,0.17
1402/02/10,343010000,342800000,352010000,347510000,7520000.0,2.21
1402/02/11,347010000,337800000,348010000,338010000,9500000.0,2.81
1402/02/12,337010000,333300000,337010000,334010000,4000000.0,1.2
1402/02/13,336870000,336840000,339010000,338900000,4890000.0,1.46
1402/02/14,338900000,338900000,338900000,338900000,,
1402/02/15,337010000,328800000,337010000,329010000,9890000.0,3.01
1402/02/16,327890000,320800000,328010000,321010000,8000000.0,2.49
1402/02/17,320830000,320800000,327510000,327510000,6500000.0,2.02
1402/02/18,328340000,326800000,332010000,327010000,500000.0,0.15
1402/02/19,326870000,319800000,327010000,322860000,4150000.0,1.29
1402/02/20,323990000,323800000,324010000,324010000,1150000.0,0.36
1402/02/21,324010000,324010000,324010000,324010000,,
1402/02/22,317860000,312800000,318010000,313010000,11000000.0,3.51
1402/02/23,315010000,310800000,315010000,311010000,2000000.0,0.64
1402/02/24,311960000,309800000,318010000,313010000,2000000.0,0.64
1402/02/26,310910000,302800000,311010000,303010000,10000000.0,3.3
1402/02/27,304010000,302800000,304010000,303870000,860000.0,0.28
1402/02/28,303870000,303870000,303870000,303870000,,
1402/02/29,304010000,303800000,308010000,307010000,3140000.0,1.03
1402/02/30,308010000,307800000,319010000,317010000,10000000.0,3.26
1402/02/31,318900000,318800000,327010000,321830000,4820000.0,1.52
1402/03/01,322890000,319800000,325010000,320010000,1820000.0,0.57
1402/03/02,322010000,318800000,324010000,318900000,1110000.0,0.35
1402/03/03,313960000,311810000,315010000,314010000,4890000.0,1.56
1402/03/04,314010000,314010000,314010000,314010000,,
1402/03/05,313010000,307800000,315010000,309510000,4500000.0,1.45
1402/03/06,308510000,303800000,308510000,304920000,4590000.0,1.51
1402/03/07,304880000,302800000,311010000,310870000,5950000.0,1.95
1402/03/08,308010000,306800000,309510000,306970000,3900000.0,1.27
1402/03/09,304970000,301800000,305010000,302970000,4000000.0,1.32
1402/03/10,304010000,303800000,306010000,305880000,2910000.0,0.96
1402/03/11,305880000,305880000,305880000,305880000,,
1402/03/12,305860000,302800000,306010000,303010000,2870000.0,0.95
1402/03/13,303010000,303010000,303010000,303010000,,
1402/03/15,303940000,297800000,304010000,298010000,5000000.0,1.68
1402/03/16,297010000,287800000,297010000,287850000,10160000.0,3.53
1402/03/17,283010000,277800000,283010000,277860000,9990000.0,3.6
1402/03/18,277860000,277860000,277860000,277860000,,
1402/03/19,285010000,282800000,287010000,283960000,6100000.0,2.2
1402/03/20,283010000,272810000,285010000,272920000,11040000.0,4.05
1402/03/21,270010000,268800000,281010000,281010000,8090000.0,2.96
1402/03/22,284010000,283810000,293010000,287910000,6900000.0,2.46
1402/03/23,295900000,287800000,296010000,289010000,1100000.0,0.38
1402/03/24,285970000,283800000,287010000,285010000,4000000.0,1.4
1402/03/25,285010000,285010000,285010000,285010000,,
1402/03/26,291800000,288800000,297010000,289010000,4000000.0,1.4
1402/03/27,292010000,289800000,295010000,290010000,1000000.0,0.35
1402/03/28,289890000,283800000,290010000,285010000,5000000.0,1.75
1402/03/29,284880000,283810000,286010000,284890000,120000.0,0.04
1402/03/30,285010000,281800000,285010000,281810000,3080000.0,1.09
1402/03/31,285990000,285800000,287010000,285810000,4000000.0,1.42
1402/04/01,285810000,285810000,285810000,285810000,,
1402/04/02,286870000,286800000,293010000,293010000,7200000.0,2.52
1402/04/03,292880000,285800000,293010000,285900000,7110000.0,2.49
1402/04/04,284960000,283800000,285010000,284010000,1890000.0,0.67
1402/04/05,284940000,283800000,285010000,283990000,20000.0,0.01
1402/04/06,284010000,283800000,285010000,285010000,1020000.0,0.36
1402/04/07,285010000,285010000,285010000,285010000,,
1402/04/09,290010000,287800000,290010000,288010000,3000000.0,1.05
1402/04/10,288860000,288800000,294010000,291010000,3000000.0,1.04
1402/04/11,293010000,289300000,293010000,290930000,80000.0,0.03
1402/04/12,292010000,288800000,292010000,289880000,1050000.0,0.36
1402/04/13,288010000,287800000,289010000,288330000,1550000.0,0.54
1402/04/14,289010000,287920000,289010000,289010000,680000.0,0.24
1402/04/15,289010000,289010000,289010000,289010000,,
1402/04/16,287940000,286830000,289010000,286870000,2140000.0,0.75
1402/04/17,286095000,284800000,286870000,285320000,1550000.0,0.54
1402/04/18,283680000,282300000,285010000,282350000,2970000.0,1.05
1402/04/19,280655000,278800000,282510000,278800000,3550000.0,1.27
1402/04/20,280010000,278320000,280010000,280010000,1210000.0,0.43
1402/04/21,282510000,281800000,283010000,282010000,2000000.0,0.71
1402/04/22,282010000,282010000,282010000,282010000,,
1402/04/23,281510000,279800000,283010000,280010000,2000000.0,0.71
1402/04/24,277510000,274460000,280010000,275010000,5000000.0,1.82
1402/04/25,276715000,274800000,277010000,276420000,1410000.0,0.51
1402/04/26,277495000,274810000,278980000,276010000,410000.0,0.15
1402/04/27,274455000,272800000,276010000,272900000,3110000.0,1.14
1402/04/28,273935000,270800000,274010000,273860000,960000.0,0.35
1402/04/29,273860000,273860000,273860000,273860000,,
1402/04/30,273500000,271800000,275010000,271990000,1870000.0,0.69
